DateTime,ManagedEntityGuid,Objectname,CounterName,SampleValue,AlertName,Severity
11/20/2020 14:29,C0A063CD-F902-F82C-B1AA-4BF826137C6B,Process,Percent Processor Time,0.58224363,NULL,NULL
11/20/2020 14:29,7608256C-9318-2DC0-0C24-26145E65CBC5,LogicalDisk,% Free Space,68.83013916,NULL,NULL
11/20/2020 14:29,9BC30B84-424D-234D-42C7-1442E67ECE4C,LogicalDisk,Free Megabytes,1043117,NULL,NULL
11/20/2020 14:29,7608256C-9318-2DC0-0C24-26145E65CBC5,LogicalDisk,Free Megabytes,89166,NULL,NULL
11/20/2020 14:29,9BC30B84-424D-234D-42C7-1442E67ECE4C,LogicalDisk,Avg. Disk sec/Transfer,0.03945706,NULL,NULL
11/20/2020 14:29,9BC30B84-424D-234D-42C7-1442E67ECE4C,LogicalDisk,% Free Space,99.68654633,NULL,NULL
11/20/2020 14:29,487714D6-2FD6-2477-E828-4F5223140C6B,Process,Percent Processor Time,0.473882153,NULL,NULL
11/20/2020 14:29,487714D6-2FD6-2477-E828-4F5223140C6B,Process,Private Bytes,129556480,NULL,NULL
11/20/2020 14:28,822921F6-3C79-0F31-C632-F1EA622C61F9,Health Service,agent processor utilization,0.767103032,NULL,NULL
11/20/2020 14:29,2A909362-BE1E-F148-835C-96787AE2775E,Health Service,agent processor utilization,0.260403,NULL,NULL
11/20/2020 14:31,2A909362-BE1E-F148-835C-96787AE2775E,OpsMgr DW Writer Module,Batches/sec,0.116621234,NULL,NULL
11/20/2020 14:31,2A909362-BE1E-F148-835C-96787AE2775E,OpsMgr DW Writer Module,Batches/sec,0,NULL,NULL
11/20/2020 14:31,2A909362-BE1E-F148-835C-96787AE2775E,OpsMgr DW Writer Module,Avg. Batch Processing Time ms,140,NULL,NULL
11/20/2020 14:31,2A909362-BE1E-F148-835C-96787AE2775E,OpsMgr DW Writer Module,Avg. Batch Processing Time ms,15.33333302,NULL,NULL
11/20/2020 14:31,2A909362-BE1E-F148-835C-96787AE2775E,OpsMgr DW Writer Module,Avg. Batch Processing Time ms,0,NULL,NULL
11/20/2020 14:31,2A909362-BE1E-F148-835C-96787AE2775E,OpsMgr DW Writer Module,Avg. Batch Processing Time ms,93,NULL,NULL
11/20/2020 14:31,2A909362-BE1E-F148-835C-96787AE2775E,OpsMgr DW Writer Module,Avg. Batch Size,3,NULL,NULL
